epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
78,11491.9,1.43362,1.10362,0.0127,0.68508,0.57919,0.64134,0.37157,1.37595,1.45231,0.01495,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,11637.2,1.42109,1.08756,0.01258,0.68245,0.57785,0.63892,0.37048,1.37646,1.45123,0.01495,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,11781.9,1.42694,1.07953,0.01254,0.63895,0.58867,0.63515,0.36699,1.3765,1.45219,0.01495,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,11926.5,1.40997,1.08806,0.01263,0.63339,0.62183,0.63709,0.36807,1.37716,1.44728,0.01496,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,12071.9,1.41029,1.07058,0.01242,0.60734,0.63726,0.63212,0.36427,1.37625,1.44931,0.01494,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,12219.2,1.40563,1.06433,0.01237,0.64188,0.62579,0.63728,0.36713,1.37582,1.44694,0.01494,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,12366.1,1.4033,1.05055,0.01233,0.63411,0.60876,0.63641,0.37014,1.3766,1.44086,0.01495,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,12513.6,1.40177,1.03173,0.01238,0.61187,0.63561,0.63359,0.36875,1.37488,1.44096,0.01492,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,12663.8,1.39265,1.03034,0.01232,0.7303,0.55548,0.6349,0.3694,1.37587,1.43648,0.01492,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,12811.1,1.38794,1.02434,0.01221,0.63382,0.60906,0.63515,0.36937,1.37694,1.43458,0.01494,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,12959.3,1.38416,1.0169,0.0121,0.72174,0.55849,0.628,0.36449,1.37682,1.43216,0.01495,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,13106.1,1.38291,1.00955,0.01207,0.60794,0.65337,0.62211,0.36063,1.37549,1.42733,0.01497,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,13251.7,1.37647,1.00416,0.01203,0.59416,0.65461,0.61981,0.35933,1.37498,1.42689,0.01497,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,13396,1.36365,0.8332,0.01397,0.59613,0.65562,0.62123,0.35958,1.37284,1.42712,0.01497,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,13540.9,1.34109,0.79712,0.01365,0.6116,0.6549,0.62019,0.35979,1.37743,1.42136,0.015,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,13684.7,1.33509,0.7846,0.01351,0.61689,0.66658,0.62601,0.36577,1.37854,1.41935,0.01499,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,13829.4,1.3303,0.76148,0.01345,0.62391,0.63389,0.6242,0.36422,1.37764,1.41925,0.01499,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,13973.9,1.31539,0.752,0.0132,0.62801,0.6352,0.62951,0.36917,1.37973,1.41797,0.01502,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,14118.5,1.30521,0.7482,0.01308,0.65179,0.63074,0.62381,0.36404,1.38029,1.41894,0.01502,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,14263.3,1.30674,0.73538,0.01304,0.65363,0.63129,0.62655,0.36788,1.38273,1.41556,0.01503,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,14404.2,1.29291,0.72529,0.01283,0.68223,0.60911,0.63016,0.37025,1.38364,1.4153,0.01505,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,14546.2,1.2867,0.71992,0.01278,0.68611,0.60862,0.62882,0.36855,1.38539,1.41527,0.01507,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,14686.8,1.27989,0.71052,0.01268,0.64827,0.62562,0.62931,0.37075,1.38496,1.41538,0.01509,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
